,Age,Gender,Race,Date,City,State,Zipcode,County,Agency responsible for death,Cause of death,A brief description of the circumstances surrounding the death,Official disposition of death (justified or other),Criminal Charges,Symptoms of mental illness,Unarmed,Alleged weapon,Alleged threat,Fleeing,Body camera,Off-Duty Killing?,Geography,year,month
774,,,Black,2019-04-17,Flint,MI,,,,Gunshot,,Pending investigation,No known charges,,Allegedly Armed,gun,attack,Not fleeing,No,,,2019,4
775,24,Male,White,2019-04-16,Rome,NY,13440.0,Oneida,New York State Police,Gunshot,"Trooper Robert Annarino responded to a residence for a reported unconscious man and a possible drug overdose, then Tyler Johnson allegedly lunged at Annarino with a knife, and Annarino shot and killed him.",Pending investigation,No known charges,Yes,Allegedly Armed,knife,other,Not fleeing,No,,Suburban,2019,4
776,24,Male,White,2019-04-16,Fountain Inn,SC,29644.0,Greenville,Fountain Inn Police Department,Gunshot,"A Fountain Inn police officer ran a tag on a car just after 10 a.m. and found that it was stolen. When the officer tried to pull the car over, Chadwick Dale Martin Jr. pulled into a space in a parking lot. The officer and Martin got out of their vehicles, and there reportedly was a confrontation and a scuffle. Martin got back in the car and allegedly tried to drive over the curb in the parking lot. Martin reportedly pulled forward, then put the car in reverse and hit a second Fountain Inn police car. Martin reportedly tried to pull away with the officer holding onto the car. The officer shot and killed Martin.",Pending investigation,No known charges,No,Vehicle,vehicle,attack,Car,No,,Rural,2019,4
777,42,Male,White,2019-04-15,Pigeon Forge,TN,37863.0,Sevier,Pigeon Forge Police Department,Gunshot,"Officers were attempting to serve a warrant around 10:30 a.m. When confronted, Samuel Talbott allegedly revealed a knife and grabbed another person who was inside the home. Talbott reportedly failed to comply with unspecified commands, and he was shot and killed.",Pending investigation,No known charges,Yes,Allegedly Armed,knife,other,Not fleeing,No,,Suburban,2019,4
778,27,Male,White,2019-04-14,Dalhart,TX,79022.0,Dallam,Dalhart Police Department,Gunshot,"Around 1 p.m. officers with the Dalhart Police Department made contact with Augustus Combs for an outstanding warrant. Combs fled and police chased him to a storage facility. As officers approached, Combs reportedly raised his shirt and pulled out a handgun, and officers shot and killed him.",Pending investigation,No known charges,No,Allegedly Armed,gun,other,Foot,No,,Rural,2019,4
779,47,Male,White,2019-04-14,Los Angeles,CA,90017.0,Los Angeles,Los Angeles Police Department,Gunshot,"Two officers saw a ""suspicious"" man with a shotgun in the 7th Street/Metro Center station and started chasing him on foot, police said. The man did not comply with orders and the short chase ended with an officer shooting and killing the unidentified man.",Pending investigation,No known charges,No,Allegedly Armed,gun,undetermined,Foot,No,,Urban,2019,4
780,32,Male,Native American,2019-04-14,Rushville,NE,69360.0,Sheridan,Sheridan County Sheriff's Office,Gunshot,A sheriff's deputy fatally shot Clarence Leading Fighter inside Immaculate Conception Catholic Church during Palm Sunday services. Reasons for the killing were withheld by police.,Pending investigation,No known charges,No,Allegedly Armed,knife,other,Foot,No,,Rural,2019,4
781,33,Male,White,2019-04-14,Kalama,WA,98625.0,Cowlitz,Cowlitz County Sheriff's Office,Gunshot,"Brian Butts was suspected in the killing of Deputy Justin DeRosier, 29. He was shot and killed by police, but details as to what precipitated the killing were withheld.",Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Not fleeing,No,,Rural,2019,4
782,32,Male,Black,2019-04-14,Bronx,NY,10453.0,Bronx,New York Police Department,Gunshot,"Police shot and killed a man who allegedly approached them with a knife in one hand and a wooden stick in the other when Police responded to a Bronx apartment building for a report of harassment. They encountered Kawaski ""Chaos"" Trawick in a fourth-floor apartment when they arrived. One officer reportedly tried to stun him, but it didn't work, and he started walking toward them again. At that point, around 10:45 p.m., the officer shot and killed Trawick.",Pending investigation,No known charges,No,Allegedly Armed,knife,other,Not fleeing,Yes,,Urban,2019,4
783,42,Male,Native American,2019-04-14,Red Bluff,CA,96080.0,Tehama,Red Bluff Police Department,Gunshot,Police contacted Henry Lane shortly after midnight for unspecified reasons. Red Bluff Cpl. Stephen Harper shot and killed him when Lane threatened officers with a stick.,Pending investigation,No known charges,Yes,Unclear,walking stick,other,Foot,No,,Rural,2019,4
784,43,Male,Black,2019-04-13,St. Louis,MO,63139.0,St. Louis City,St. Louis Metropolitan Police Department,Taser,"Julius Graves was shocked with a Taser after officers were called to a bus stop. Police reportedly were told someone was acting ""irrationally and in a threatening manner"" at the bus stop about 8:45 a.m. He died after being tasered and sedated.",Pending investigation,No known charges,Yes,Unarmed,unarmed,other,,,,Urban,2019,4
785,39,Male,Hispanic,2019-04-12,Buckeye,AZ,85326.0,Maricopa,Maricopa County Sheriff's Office,Gunshot,"The Maricopa County Sheriff's Office got a 911 call shortly before midnight about a disturbance. At the location, deputies made contact with Juan Torres in the backyard of a home. He reportedly threw a wrench and struck one of the deputies. Torres allegedly approached deputies with a hammer, and two deputies shot and killed Torres.",Pending investigation,No known charges,Yes,Allegedly Armed,wrench,attack,Not fleeing,Yes,,Suburban,2019,4
786,33,Male,Black,2019-04-12,Ocoee,FL,34761.0,Orange,Ocoee Police Department,Taser,"An Ocoee police officer tasered Jean Samuel Celestin who had a history of mental illness and was experiencing a mental crisis when a family member called police to report he had been violent, police said.",Pending investigation,No known charges,Yes,Unclear,undetermined,,,,,Suburban,2019,4
787,28,Male,Black,2019-04-12,Clinton,LA,70722.0,East Feliciana,"East Feliciana Parish Sheriff's Office, Clinton Police Department",Gunshot,"Myron Flowers was reportedly an uncooperative passenger in a vehicle who went for a gund when Deputy Cullen Wilson, who made the initial traffic stop, and Clinton police officer Richard Boudoin shot and killed him.",Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Not fleeing,No,,Rural,2019,4
788,29,Female,Hispanic,2019-04-11,Phoenix,AZ,85044.0,Maricopa,U.S. Department of Homeland Security,Gunshot,"Federal agents exchanged gunfire with people while trying to execute a felony arrest warrant connected to human smuggling in the Phoenix area. Five people were in the suspect vehicle, and one of them was a woman who was shot and killed.",Pending investigation,No known charges,No,Vehicle,vehicle,other,Car,No,,Suburban,2019,4
789,55,Male,Pacific Islander,2019-04-11,Richmond,CA,94805.0,Contra Costa,Richmond Police Department,Gunshot,"As officers arrived around 3 a.m., Luc Ciel was allegedly stabbing two family members, including his son. Police shot and killed him after he reportedly refused their commands. The family members survived.",Pending investigation,No known charges,No,Allegedly Armed,knife,attack,Not fleeing,No,,Urban,2019,4
790,34,Male,Black,2019-04-11,St. Louis,MO,63118.0,St. Louis City,St. Louis Metropolitan Police Department,Gunshot,"Two officers were in a squad car doing a suspicious-vehicle check. When they approached a car, a passenger got out and ran, and one of the officers chased after him. Police said Demetrious Brooks hopped a fence, and the officer followed. Brooks and the officer got into a struggle over a gun and the officer shot and killed him.",Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Foot,No,,Urban,2019,4
791,34,Male,Black,2019-04-11,Boerne,TX,78006.0,Kendall,Texas Department of Public Safety,Gunshot,"Around 4:40 p.m., a trooper tried to conduct a traffic stop for a moving violation as Marcus McVae was driving eastbound on I-10 in a Chevrolet Impala. McVae stopped and took off on foot across the highway. When McVae got to an access road and into a wooded creek bed, there was a fight between McVae and the trooper, police said. The trooper shot and killed McVae.",Pending investigation,No known charges,No,Unarmed,unarmed,attack,Foot,No,,Rural,2019,4
792,20,Male,Hispanic,2019-04-11,Canutillo,TX,79835.0,El Paso,El Paso County Sheriff's Office,Gunshot,"Three deputies responded at about 12:45 p.m. to a verbal disturbance call at a home. An unidentified man, 20, approached deputies with a shotgun inside the home, and they shot and killed him.",Pending investigation,No known charges,No,Allegedly Armed,gun,undetermined,Not fleeing,No,,Suburban,2019,4
793,30,Male,White,2019-04-11,DeLand,FL,32724.0,Volusia,Volusia County Sheriff's Office,Gunshot,"Phillip Thomas Marsh, a carjacking suspect who led deputies on a pursuit from Deltona to the Volusia County Fairgrounds outside DeLand, was shot and killed",Pending investigation,No known charges,Yes,Allegedly Armed,gun,attack,Car,No,,Suburban,2019,4
794,21,Male,Hispanic,2019-04-10,Indio,CA,92201.0,Riverside,Indio Police Department,Gunshot,"Officers were reportedly investigating an armed robbery when when they received a suspicious persons call at a nearby apartment. Anthony Santana allegedly pulled out a gun when officers were talking to him, and officers shot and killed him.",Pending investigation,No known charges,No,Allegedly Armed,gun,other,Not fleeing,No,,Suburban,2019,4
795,27,Male,Black,2019-04-10,Shreveport,LA,71109.0,Caddo,"Shreveport Police Department, Caddo Parish Sheriff's Office, Louisiana State Police",Gunshot,"Trivenskey O. Odom allegedly shot a man and stole a vehicle before leading police on a pursuit. After a half-hour pursuit, during which Odom allegedly brandished a gun and shot randomly, Officers Brian Skinner, Steve Mckenna, and James Leclare shot and killed him.",Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Car,No,,Urban,2019,4
796,47,Male,White,2019-04-10,Pinellas Park,FL,33781.0,Pinellas,Pinellas Park Police Department,Gunshot,"David Wittman allegedly went to his wife's workplace, forced her outside and shot her multiple times in the parking lot. He then drove away from the scene in the family car and went to his home in a nearby neighborhood. After a more than 6-hour standoff with police, two shot and killed Wittman.",Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Not fleeing,No,,Suburban,2019,4
797,57,Male,White,2019-04-10,Mexico Beach,FL,32456.0,Bay,Mexico Beach Police Department,Gunshot,"John Darlington was shot and killed by Mexico Beach officers who went to arrest him on multiple warrants out of Pasco County. Darlington allegedly was armed when officers confronted him, and he was shot and killed.",Pending investigation,No known charges,No,Allegedly Armed,gun,other,Not fleeing,No,,Rural,2019,4
798,33,Male,Black,2019-04-09,Louisville,KY,40219.0,Jefferson,Louisville Metro Police Department,Gunshot,Terry Davis allegedly pulled a man from a car and beat and shot and wounded him. Police shot and killed Davis when he allegedly pointed a gun at them.,Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Not fleeing,No,,Suburban,2019,4
799,32,Male,White,2019-04-09,New Lisbon,IN,47362.0,Henry,Henry County Sheriff's Office,Gunshot,"The Henry County Sheriff's Office received a 911 call around 5:15 a.m. regarding a suspicious man wearing all black and walking in the median on I-70. A deputy responded to the area and contacted Michael Gulley, who allegedly pointed a gun at the deputy, who shot and killed him.",Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Not fleeing,No,,Suburban,2019,4
800,28,Male,White,2019-04-09,Pueblo,CO,81004.0,Pueblo,Pueblo Police Department,Gunshot,"At approximately 11:30 p.m., two officers were on patrol and saw a man with a backpack reportedly acting in a suspicious manner. When the officers tried to stop and question him, he reportedly took off running. The officers chased him, and Michael Hensley then stopped and allegedly opened fire with a pistol. He was shot and killed. Hensley was on parole at the time of the shooting and had an active arrest warrant for absconding from parole.",Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Foot,No,,Suburban,2019,4
801,37,Male,Black,2019-04-08,Salt Lake City,UT,84101.0,Salt Lake,"Salt Lake City Police Department, Utah Highway Patrol, Unified Police Department of Greater Salt Lake",Gunshot,"Harold Robinson allegedly robbed two convenience stores at gunpoint, fired multiple shots at a downtown hotel, then began firing indiscriminately in Salt Lake City as police chased him, pointing an assault rifle out the window at officers, who eventually shot and killed him. His family said he was mentally ill.",Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Car,No,,Urban,2019,4
802,24,Male,Black,2019-04-08,Greeneville,TN,37745.0,Greene,Greeneville Police Department,Gunshot,"Police were chasing a man who ran from a traffic stop into an apartment complex. Anthony Bowers, not the man they were seeking, allegedly became combative, pulled a gun on the officers, and shot at them. Two of the officers were struck. The two officers shot and killed Anthony Bowers.",Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Not fleeing,No,,Rural,2019,4
803,42,Male,White,2019-04-08,Chattanooga,TN,37421.0,Hamilton,Hamilton County Sheriff's Office,Gunshot,"Deputies responding to a disturbance call found Charles Bradley Payne was armed with a baseball bat. During an exchange with deputies, Payne reportedly dropped the bat and took out a knife. One of the deputies shot and killed Payne.",Pending investigation,No known charges,No,Allegedly Armed,knife,attack,Not fleeing,No,,Urban,2019,4
804,35,Male,Black,2019-04-07,Blytheville,AR,72315.0,Mississippi,Blytheville Police Department,Gunshot,"An officer was called to a disturbance around 11:30 p.m. at a Dodge's convenience store. Upon arrival the officer found Marzues Scott across the street at the Deerfield Inn. Scott allegedly attacked the officer and during a scuffle, the officer shot and killed Scott. Most details regarding the killing were withheld by police.",Pending investigation,No known charges,Yes,Unarmed,unarmed,attack,Foot,Yes,,Rural,2019,4
805,28,Male,Hispanic,2019-04-06,Bloomington,CA,92316.0,San Bernardino,San Bernardino County Sheriff's Office,Gunshot,"An off-duty San Bernardino County sheriff's deputy, Humberto Miranda, shot and killed his brother after Israel Miranda reportedly attacked family members with a knife during an argument that broke out during a family party.",Pending investigation,No known charges,Unknown,Allegedly Armed,knife,,,,Off-Duty,Suburban,2019,4
806,,,Hispanic,2019-04-06,Santa Teresa,NM,88021.0,Dona Ana,U.S. Customs and Border Protection,Vehicle,"Robert Acevedo, 27, was charged with two counts of vehicle by homicide and resisting arrest in connection with a crash where two undocumented immigrants died following a chase with Border Patrol. The Border Patrol said in a news release that agents deployed tire-deflation spikes after the driver refused to stop.",Criminal,No known charges,No,Vehicle,vehicle,,,,,Rural,2019,4
807,,,Hispanic,2019-04-06,Santa Teresa,NM,88021.0,Dona Ana,U.S. Customs and Border Protection,Vehicle,"Robert Acevedo, 27, was charged with two counts of vehicle by homicide and resisting arrest in connection with a crash where two undocumented immigrants died following a chase with Border Patrol. The Border Patrol said in a news release that agents deployed tire-deflation spikes after the driver refused to stop.",Criminal,No known charges,No,Vehicle,vehicle,,,,,Rural,2019,4
808,36,Male,Unknown race,2019-04-06,New Albany,IN,47150.0,Floyd,New Albany Police Department,Gunshot,Police were called about 1 p.m. for a welfare check on Benjamin Lucas. Police reportedly attempted to speak with Lucas before he shot at police. One New Albany police officer shot and killed him.,Pending investigation,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing,No,,Suburban,2019,4
809,26,Male,Unknown race,2019-04-05,Glendale Heights,IL,60139.0,DuPage,Bloomingdale Police Department,Gunshot,"Police were called to a Walmart for the report of a subject with a knife. Officers said when they arrived, a woman told them her car was stolen by the man. The man fled in the car, eventually getting out and allegedly brandishing a knife at the officers. Despite being to told not to, Julius Glover allegedly moved rapidly toward the officers, holding the knife in a threatening manner. Police shot and killed him.",Pending investigation,No known charges,No,Allegedly Armed,knife,other,Car,No,,Suburban,2019,4
810,30,Male,Hispanic,2019-04-04,Anaheim,CA,92801.0,Orange,Anaheim Police Department,Gunshot,Police were attempting to serve a search warrant to a house in which two men were barricaded in the attic. One man was captured. Daniel Ramirez was shot and killed.,Pending investigation,No known charges,No,Unclear,undetermined,other,Not fleeing,No,,Urban,2019,4
811,37,Male,White,2019-04-04,Kalamazoo,MI,49004.0,Kalamazoo,"Michigan State Police, Battle Creek Police Department, Michigan Department of Corrections, U.S. Marshals Service",Gunshot,"Around 10 a.m., several officers were attempting to arrest a suspected parole absconder. Thomas Verile Jr. reportedly threatened officers in the basement of the home, saying he had a weapon, according to police. He was shot and killed, although details regarding the events that led up to the killing were withheld by police.",Pending investigation,No known charges,Yes,Unarmed,unarmed,other,Not fleeing,No,,Suburban,2019,4
812,26,Male,White,2019-04-03,Pelion,SC,29123.0,Lexington,Richland County Sheriff's Office,Gunshot,"Police chased an allegedly stolen car in an incident that began as a burglary report. After passing the chase along to several agencies, Zachary Kinard was shot and killed when the chase ended for some unreported reason.",Pending investigation,No known charges,No,Allegedly Armed,gun,other,Car,No,,Rural,2019,4
813,50,Male,Hispanic,2019-04-03,San Ysidro,CA,92173.0,San Diego,San Diego Police Department,Gunshot,"Officers were called to a park at around 1:30 p.m. after witnesses reported seeing a man with a rifle running through the complex. The man allegedly fired two shots inside the complex before police arrived. Officers arrived and as they tried to make contact with the man, he reportedly pointed his rifle at officers, and an officer shot and killed him.",Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Not fleeing,Yes,,Suburban,2019,4
814,56,Male,Hispanic,2019-04-03,Boynton Beach,FL,33435.0,Palm Beach,Boynton Beach Police Department,Gunshot,"Jeffrey Nicholas Garner shot and killed his girlfriend, Gabriella Marino, 51, at the Manatee Bay apartments. Boynton Beach police said Garner, still waving a gun, confronted city police officers as they arrived, and they fatally shot him.",Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Not fleeing,No,,Suburban,2019,4
815,53,Male,White,2019-04-03,Brownstown,IN,47220.0,Jackson,Brownstown Police Department,Gunshot,"Barry Rucker and a woman allegedly were involved in a domestic dispute outside of a police station. Two Brownstown police officers intervened and tried to arrest him. Rucker allegedly pulled a handgun, and the Brownstown officers shot and killed Rucker.",Pending investigation,No known charges,No,Allegedly Armed,gun,other,Not fleeing,No,,Rural,2019,4
816,48,Male,White,2019-04-02,Redding,CA,96003.0,Shasta,Redding Police Department,Gunshot,"A resident called police and claimed a man was armed and behaving oddly with children in the vicinity. When police attempted to restrain Donnell Lang, he allegedly struggled and police shot and killed him. He was unarmed.",Justified by District Attorney,No known charges,Yes,Unarmed,unarmed,attack,Not fleeing,No,,Suburban,2019,4
817,19,Male,Black,2019-04-01,Union City,GA,30291.0,Fulton,Union City Police Department,Gunshot,"Officer Jerome Turner Jr. had been dispatched to investigate a reported fight. As he followed up on that report, he spotted a person running and began to follow. Turner told dispatch that he was chasing a teen, and at some point, Veltavious Griggs allegedly pulled out a gun. Backup arrived to find both the officer and Griggs with gunshot wounds. Griggs' wounds were fatal.",Pending investigation,No known charges,No,Allegedly Armed,gun,attack,0,No,,Suburban,2019,4
818,31,Male,Black,2019-04-01,Anchorage,AK,99501.0,Anchorage,Anchorage Police Department,Gunshot,"Police received calls around 5:43 p.m. describing a man in a black puffy jacket who was waving around a black gun in the parking lot of the Walmart. After the man got off a short bus ride, three patrol cars arrived. Bishar Ali Hassan allegedly walked toward the officers, and continued to walk toward them after being told to stop. He then pulled a BB gun that looked like a real pistol from his waistband and pointed it toward officers, who shot and killed him.",Pending investigation,No known charges,Yes,Unarmed,BB gun,other,Foot,No,,Urban,2019,4
819,32,Male,White,2019-04-01,Springfield,MO,65803.0,Greene,Springfield Police Department,Taser,"An off-duty officer working at Walmart was told two shoplifting suspects, Wally McCurdy and a woman, left the store and ran to a nearby restaurant. The off-duty officer called for backup and went to Culver's. The officer arrested a woman at the restaurant. Backup officers pursued McCurdy as he left the restaurant. One officer in the pursuit shocked him with his stun gun, killing him.",Pending investigation,No known charges,No,Unarmed,unarmed,,,,,Suburban,2019,4
820,28,Female,White,2019-04-01,La Follette,TN,37766.0,Campbell,LaFollette Police Department,Gunshot,"Officers received a report before 7 a.m. that a woman was trying to break into a home. When they got there, police said, they saw the woman, who reportedly had a handgun. They shot and killed her. Details as to what precipitated the killing were withheld by police.",Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Not fleeing,No,,Rural,2019,4
821,24,Male,Hispanic,2019-03-31,Marana,AZ,85743.0,Pima,Marana Police Department,Gunshot,"A police officer shot and killed Juan Padilla at a home following a fight. Police received a 911 call regarding ""unknown trouble"" about 8 a.m. Police withheld details regarding the killing.",Pending investigation,No known charges,No,Allegedly Armed,knife,attack,Not fleeing,No,,Suburban,2019,3
822,25,Male,Native American,2019-03-31,Fairbanks,AK,99709.0,Fairbanks North Star,Alaska State Troopers,Gunshot,Troopers and members of the Fairbanks Police Department responded to a report of shots fired at 8:30 p.m. Kevin Ray McEnulty left the area in a vehicle before police arrived. The vehicle was located soon after in a nearby Geist Road parking lot. Fairbanks police initiated a traffic stop. Troopers arrived a short time later; members of the University of Alaska Fairbanks police department also arrived. McEnulty brandished a firearm and was shot and killed by troopers at 8:51 p.m.,Pending investigation,No known charges,No,Allegedly Armed,gun,other,Car,No,,Rural,2019,3
823,31,Male,Black,2019-03-31,Atlanta,GA,30315.0,Fulton,Atlanta Police Department,Gunshot,"An officer was flagged down by a person around 1 a.m. while patrolling outside the Goldrush Showbar. He was asked to look into a report of armed person near northbound I-85.  The officer made contact with Oscar Cain, and attempted to arrest him. Cain fled into a nearby wooded area behind the strip club. The officer pursued. Cain reportedly brandished a firearm and was shot and killed.",Pending investigation,No known charges,No,Allegedly Armed,gun,other,Foot,No,,Suburban,2019,3
824,33,Male,White,2019-03-31,Springfield,OR,97478.0,Lane,Springfield Police Department,Gunshot,"After a short vehicle pursuit at about 8:50 p.m., police shot and killed Stacy Kenny. Details regarding the killing were withheld by police.",Pending investigation,No known charges,Yes,Vehicle,vehicle,other,Car,No,,Suburban,2019,3
825,25,Male,Black,2019-03-30,North Miami,FL,33161.0,Miami-Dade,"North Miami Police Department, Miami-Dade Police Department",Gunshot,"Around 2:30 p.m., North Miami and Miami-Dade police officers responded to a call about a man with a gun, surrounded Pierre Cherfrere and tried to get him to drop the shotgun. Officers reportedly fired less-lethal bean bags at him, to no avail. Police said he pointed the shotgun at officers, and they shot and killed him.",Pending investigation,No known charges,No,Allegedly Armed,gun,attack,0,No,,Urban,2019,3
826,22,Male,White,2019-03-30,Boone,NC,28607.0,Watauga,Watauga County Sheriff's Office,Gunshot,"Deputies responded to a call in reference to a suspicious male attempting to break into homes.  When deputies arrived and began checking for the suspect, they encountered a man walking in the roadway. A deputy stepped out of his car to speak with the man, and they fought until the deputy shot and killed Andrew John Mason.",Pending investigation,No known charges,No,Unarmed,unarmed,attack,Not fleeing,No,,Urban,2019,3
827,30,Male,Black,2019-03-30,Durham,NC,27704.0,Durham,Durham Police Department,Gunshot,"Around 5 a.m., police responded to a domestic incident at a home. Police said they found a man and a woman arguing, and things got physical. Police said the man wouldn't cooperate and became aggressive. There was a struggle and Officers Richard Jimenez, Jerry Lanier, Elizabeth Masnik, and Blake Mouzon, shot and killed Ondrae Hutchinson.",Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Foot,Yes,,Suburban,2019,3
828,43,Male,Unknown race,2019-03-28,Glendale,AZ,85301.0,Maricopa,Phoenix Police Department,Gunshot,"Calvin Mejia, 24, along with Eugene Horn and another unidentified person allegedly cut the chain on the gate of a Walmart, entered the fenced enclosure of the tire-storage cage outside the automotive-maintenance area and stole 20 automotive battery cores, police said. An officer saw a vehicle exiting the Walmart parking lot with its lights off. The officer attempted to stop the vehicle, and the vehicle's occupants fled on foot to a nearby alley. Mejia was taken into custody in the alley. The driver of the vehicle, Horn, was stopped by an officer in the driveway of a nearby home. Horn pointed a gun at the officer, and the officer shot and killed him. Mejia was charged with murder in Horn's death.",Criminal,No known charges,No,Allegedly Armed,gun,attack,Foot,No,,Suburban,2019,3
829,42,Male,Hispanic,2019-03-28,Seguin,TX,78155.0,Guadalupe,San Antonio Police Department,Gunshot,"Augustine Gutierrez led police on a chase exceeding 100 mph in a car he allegedly carjacked. Police said when the car crashed, Gutierrez threatened police with a gun, and SAPD Officer Timur Tilvaldiev shot and killed him.",Pending investigation,No known charges,No,Allegedly Armed,gun,other,Car,No,,Suburban,2019,3
830,27,Male,White,2019-03-27,Chickasha,OK,73018.0,Grady,Chickasha Police Department,Gunshot,"Police responded to a domestic disturbance call. Kevin Samuel Capers allegedly threatened his girlfriend with a knife, police said.  When officers arrived, they found a couple arguing. Capers  allegedly threatened the officers and refused to put his knife down, and they shot and killed him.",Pending investigation,No known charges,No,Allegedly Armed,knife,other,Not fleeing,No,,Rural,2019,3
831,51,Male,White,2019-03-27,Manchester,NH,3103.0,Rockingham,"U.S. Drug Enforcement Administration, Manchester Police Department",Gunshot,"A standoff began when police arrived at a Quality Inn around 7:30 p.m. for a wanted check on 51-year-old Stephen Marshall and another man. When officers approached the building, they said Marshall broke the window of a first-floor room from the inside. Marshall allegedly jumped out the window holding a semi-automatic gun and engaged the officers, who shot and killed him. Christian St. Cyr, 26, and Brandie Tarantino, 21, were both found dead in the Quality Inn after the standoff. Police said they did not die from gunshot wounds or internal injuries, and toxicology results were pending.",Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Not fleeing,No,,Urban,2019,3
832,39,Male,Asian,2019-03-27,Rochester,MN,55904.0,Olmsted,Rochester Police Department,Physical Restraint,"An officer tried pulling over a man in a Cub Foods parking lot. He was tasered and died. The autopsy report listed obesity as a significant condition contributing to death, but listed restraint by law enforcement as the main cause of death.",Justified by County Attorney,No known charges,No,Unarmed,unarmed,,,,,Suburban,2019,3
833,25,Male,White,2019-03-27,Burnet,TX,78611.0,Burnet,Burnet Police Department,Gunshot,"An officer responded for a complaint about loud music at 1:35 a.m. The officer reportedly approached a red Mercedes sedan within seconds of arriving. The vehicle pulled forward, then backed up and did not stop even after the officer ordered the driver to stop. The car ran over the officer's foot, and he shot and killed Brandon Michael Jacque.",Pending investigation,No known charges,No,Vehicle,vehicle,attack,Not fleeing,Yes,,Rural,2019,3
834,40,Male,Hispanic,2019-03-27,Morton,TX,79346.0,Cochran,Texas Department of Public Safety,Gunshot,"At approximately 4:16 p.m., police attempted to stop a pickup in Levelland for a traffic violation. The vehicle reportedly refused to stop, and the driver, Leonardo Gallegos Jr., fled. Troopers pursued and attempted to stop the vehicle by deploying spikes. The vehicle was eventually spiked but continued to evade police into a field northwest of Whiteface. The driver reportedly shot at law enforcement, and they shot and killed him.",Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Car,No,,Rural,2019,3
835,38,Male,Black,2019-03-27,Gretna,LA,70053.0,Jefferson,Jefferson Parish Sheriff's Office,Gunshot,"Police conducting an undercover investigation arranged to buy drugs from a dealer, police said. The suspect vehicle, a silver Dodge, pulled into the parking lot about 10:20 p.m. with Chris Joseph behind the wheel and Daviri Robertson in the passenger seat. Police boxed in the car with two pickup trucks, a blue Dodge Ram 4x4 and a black Ford F-150. Four officers got out of the trucks and approached the car to arrest the suspects, and Joseph reportedly put the vehicle in reverse, hitting an officer. Two officers shot into the vehicle, killing Joseph and Robertson. One of the bullets traveled through the car windows and hit another officer in the abdomen.",Pending investigation,No known charges,No,Vehicle,vehicle,attack,Not fleeing,No,,Suburban,2019,3
836,39,Male,Black,2019-03-27,Gretna,LA,70053.0,Jefferson,Jefferson Parish Sheriff's Office,Gunshot,"Police conducting an undercover investigation arranged to buy drugs from a dealer, police said. The suspect vehicle, a silver Dodge, pulled into the parking lot about 10:20 p.m. with Chris Joseph behind the wheel and Daviri Robertson in the passenger seat. Police boxed in the car with two pickup trucks, a blue Dodge Ram 4x4 and a black Ford F-150. Four officers got out of the trucks and approached the car to arrest the suspects, and Joseph reportedly put the vehicle in reverse, hitting an officer. Two officers shot into the vehicle, killing Joseph and Robertson. One of the bullets traveled through the car windows and hit another officer in the abdomen.",Pending investigation,No known charges,No,Vehicle,vehicle,attack,Car,No,,Suburban,2019,3
837,30,Male,Black,2019-03-27,Inglewood,CA,90301.0,Los Angeles,Inglewood Police Department,Gunshot,"Police responded about 3:30 p.m. to a Church of Scientology, and encountered Brian Statler, who had arrived at the church in a white Bentley and armed with a sword, and shot and killed him in the lobby area.",Pending investigation,No known charges,Unknown,Allegedly Armed,sword,other,Not fleeing,No,,Urban,2019,3
838,27,Male,Black,2019-03-25,Charlotte,NC,28216.0,Mecklenburg,Charlotte-Mecklenburg Police Department,Gunshot,"Danquirs Napoleon Franklin was shot and killed by police outside of a Burger King after there was a disturbance inside the restaurant. Franklin allegedly reached or showed a gun, and police shot and killed him.",Pending investigation,No known charges,Yes,Allegedly Armed,gun,other,Not fleeing,Yes,,Suburban,2019,3
839,18,Male,Black,2019-03-25,St. Louis,MO,63111.0,St. Louis City,St. Louis Metropolitan Police Department,Gunshot,"A St. Louis police officer shot and killed a man after he allegedly ran from an apartment with pistols and pointed them in the direction of the officer, refusing police commands to stop. Police said the man had robbed and shot an acquaintance moments before police shot him.",Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Not fleeing,No,,Urban,2019,3
